ensembl_gene_id	wikigene_description	hgnc_symbol
ENSG00000221914	protein phosphatase 2 regulatory subunit Balpha	PPP2R2A
ENSG00000221916	chromosome 19 open reading frame 73	C19orf73
ENSG00000221923	zinc finger protein 880	ZNF880
ENSG00000221926	tripartite motif containing 16	TRIM16
ENSG00000221930		DENND10P1
ENSG00000221931	olfactory receptor family 6 subfamily X member 1	OR6X1
ENSG00000221932	hepatocellular carcinoma, down-regulated 1	HEPN1
ENSG00000221933	olfactory receptor family 2 subfamily A member 25	OR2A25
ENSG00000221937	taste 2 receptor member 40	TAS2R40
ENSG00000221938	olfactory receptor family 2 subfamily A member 14	OR2A14
ENSG00000221944	tigger transposable element derived 1	TIGD1
ENSG00000221946	FXYD domain containing ion transport regulator 7	FXYD7
ENSG00000221947	XK related 9	XKR9
ENSG00000221949		LINC01465
ENSG00000221953	chromosome 1 open reading frame 229	C1orf229
ENSG00000221954	olfactory receptor family 4 subfamily C member 12	OR4C12
ENSG00000221955	solute carrier family 12 member 8	SLC12A8
ENSG00000221957	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	KIR2DS4
ENSG00000221962		TMEM14EP
ENSG00000221963	apolipoprotein L6	APOL6
ENSG00000221968	fatty acid desaturase 3	FADS3
ENSG00000221970	olfactory receptor family 2 subfamily A member 1	OR2A1
ENSG00000221971		TTC4P1
ENSG00000221974	general transcription factor IIH subunit 4	GTF2H4
ENSG00000221977	olfactory receptor family 4 subfamily E member 2	OR4E2
ENSG00000221978	cyclin L2	CCNL2
ENSG00000221983	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52
ENSG00000221986	myosin binding protein H like	MYBPHL
ENSG00000221988	palmitoyl-protein thioesterase 2	PPT2
ENSG00000221989	olfactory receptor family 2 subfamily A member 2	OR2A2
ENSG00000221990		EXOC3-AS1
ENSG00000221994	zinc finger protein 630	ZNF630
ENSG00000221995	TGFB1-induced anti-apoptotic factor 1	TIAF1
ENSG00000221996	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	OR52B4
ENSG00000222000		
ENSG00000222001		
ENSG00000222004	long intergenic non-protein coding RNA 2860	LINC02860
ENSG00000222005		LINC01118
ENSG00000222007		
ENSG00000222009	BTB domain containing 19	BTBD19
ENSG00000222011	family with sequence similarity 185 member A	FAM185A
ENSG00000222012	uncharacterized LOC105375614	
ENSG00000222014	RAB6C, member RAS oncogene family	RAB6C
ENSG00000222017		
ENSG00000222018	family with sequence similarity 243 member A	FAM243A
ENSG00000222019		URAHP
ENSG00000222020		HDAC4-AS1
ENSG00000222022		
ENSG00000222024		
ENSG00000222028	proteasome subunit beta 11	PSMB11
ENSG00000222030		LINC01793
ENSG00000222031		
ENSG00000222032		
ENSG00000222033		LINC01124
ENSG00000222035		KIAA2012-AS1
ENSG00000222036	POTE ankyrin domain family member M	POTEM
ENSG00000222037		IGLC6
ENSG00000222038	POTE ankyrin domain family member J	POTEJ
ENSG00000222041	cytoskeleton regulator RNA	CYTOR
ENSG00000222042		
ENSG00000222043		
ENSG00000222044		
ENSG00000222046	doublecortin domain containing 2B	DCDC2B
ENSG00000222047	chromosome 10 open reading frame 55	C10orf55
ENSG00000222051		RNU6-1165P
ENSG00000222054		RNA5SP177
ENSG00000222057		RNU4-62P
ENSG00000222067		RNU4-86P
ENSG00000222068		RN7SKP154
ENSG00000222069		RN7SKP285
ENSG00000222071		MIR1915
ENSG00000222072		
ENSG00000222076		RNU2-3P
ENSG00000222078		RN7SKP110
ENSG00000222087		RNU6-721P
ENSG00000222092		RNU6-908P
ENSG00000222094		RNU2-65P
ENSG00000222095		
ENSG00000222099		RN7SKP32
ENSG00000222102		RN7SKP232
ENSG00000222107		RN7SKP117
ENSG00000222108		RNA5SP317
ENSG00000222111		RN7SKP148
ENSG00000222112		RN7SKP16
ENSG00000222114		RNU6-985P
ENSG00000222118		RNA5SP487
ENSG00000222122		RNU6-648P
ENSG00000222123		RNA5SP390
ENSG00000222126		RNU2-9P
ENSG00000222129		RNA5SP36
ENSG00000222139		RNU6-380P
ENSG00000222145		
ENSG00000222146		RNU4-37P
ENSG00000222148		RNY4P30
ENSG00000222150		RNA5SP239
ENSG00000222154		RN7SKP218
ENSG00000222160		
ENSG00000222162		RN7SKP151
ENSG00000222164		RN7SKP266
ENSG00000222170		RNU6-257P
ENSG00000222174		RN7SKP146
ENSG00000222177		RNU4-30P
ENSG00000222178		RNA5SP181
ENSG00000222179		RN7SKP26
ENSG00000222182		RNA5SP156
ENSG00000222185		
ENSG00000222202		RNU4-26P
ENSG00000222205		RNA5SP266
ENSG00000222206		
ENSG00000222207		RNA5SP407
ENSG00000222208		RNA5SP129
ENSG00000222209		RNA5SP56
ENSG00000222210		RN7SKP65
ENSG00000222213		RNU6-588P
ENSG00000222220		RN7SKP129
ENSG00000222222		RNU2-17P
ENSG00000222224		
ENSG00000222225		RNU6-447P
ENSG00000222230		RNA5SP158
ENSG00000222231		RNU2-54P
ENSG00000222232		RNA5SP89
ENSG00000222236		RNA5SP163
ENSG00000222238		RNU2-43P
ENSG00000222240		RN7SKP156
ENSG00000222244		RNA5SP431
ENSG00000222246	microRNA 1471	MIR1471
ENSG00000222248		RNA5SP201
ENSG00000222249		RNU6-262P
ENSG00000222251		RNA5SP95
ENSG00000222255		RNU6-101P
ENSG00000222257		RN7SKP199
ENSG00000222259		RN7SKP114
ENSG00000222266		RNU6-757P
ENSG00000222267		RNU6-892P
ENSG00000222268		RNA5SP425
ENSG00000222276		RNU2-33P
ENSG00000222281		RN7SKP111
ENSG00000222282		RNU6-584P
ENSG00000222285		RNA5SP193
ENSG00000222287		RNU6-1043P
ENSG00000222293		RNU2-36P
ENSG00000222297		RNU6-1156P
ENSG00000222300		RNU2-21P
ENSG00000222302		RNA5SP371
ENSG00000222303		RNU6-935P
ENSG00000222305		
ENSG00000222308		RNA5SP198
ENSG00000222312		RNA5SP178
ENSG00000222313		RN7SKP267
ENSG00000222314		RNU6-1118P
ENSG00000222317		RNA5SP118
ENSG00000222320		RNU6-1050P
ENSG00000222321	microRNA 1912	MIR1912
ENSG00000222327		RNU6-855P
ENSG00000222328		RNU2-2P
ENSG00000222329		RNU6-1076P
ENSG00000222335		
ENSG00000222337		RN7SKP225
ENSG00000222338		RNU6-174P
ENSG00000222343		RN7SKP139
ENSG00000222344		RNU6-613P
ENSG00000222345		SNORD19C
ENSG00000222346		RNA5SP237
ENSG00000222351		RNY1P15
ENSG00000222352		RN7SKP221
ENSG00000222355		RNU2-29P
ENSG00000222356		RNU6-710P
ENSG00000222357		RNU2-20P
ENSG00000222359		RNU6-355P
ENSG00000222361		RNU6-1186P
ENSG00000222363		RNU4-34P
ENSG00000222365		SNORD12B
ENSG00000222370		SNORA36B
ENSG00000222371		RN7SKP202
ENSG00000222375		RN7SKP127
ENSG00000222376		RN7SKP152
ENSG00000222378		RNA5SP44
ENSG00000222383		RNA5SP203
ENSG00000222385		RN7SKP158
ENSG00000222386		RN7SKP86
ENSG00000222389		RNU2-28P
ENSG00000222394		
ENSG00000222395		
ENSG00000222397		RN7SKP229
ENSG00000222398		RNU6-554P
ENSG00000222399		RNU6-791P
ENSG00000222404		RN7SKP281
ENSG00000222405		RNU4-65P
ENSG00000222407		RNA5SP80
ENSG00000222412		
ENSG00000222413		RN7SKP125
ENSG00000222414		RNU2-59P
ENSG00000222416		RNA5SP274
ENSG00000222418		RNA5SP113
ENSG00000222419		RNA5SP511
ENSG00000222421		
ENSG00000222426		RNU2-50P
ENSG00000222427		RNA5SP338
ENSG00000222428		RNA5SP231
ENSG00000222429		RNU6-955P
ENSG00000222430		
ENSG00000222431		RNU6-141P
ENSG00000222432		
ENSG00000222436		RN7SKP278
ENSG00000222438		RNU6-1077P
ENSG00000222439		RNU6-994P
ENSG00000222440		RNU2-26P
ENSG00000222445		RN7SKP56
ENSG00000222448		RN7SKP150
ENSG00000222449		RNU6-1140P
ENSG00000222451		RN7SKP143
ENSG00000222452		RN7SKP59
ENSG00000222455		RNA5SP296
ENSG00000222457		RNU6-121P
ENSG00000222459		RNA5SP293
ENSG00000222460		RN7SKP271
ENSG00000222465		RNU2-5P
ENSG00000222467		
ENSG00000222468		RNA5SP261
ENSG00000222472		RN7SKP7
ENSG00000222477		RNU2-23P
ENSG00000222486		RNU6-77P
ENSG00000222488		RNU6-285P
ENSG00000222489		SNORA79B
ENSG00000222490		RNU6-712P
ENSG00000222496		RN7SKP200
ENSG00000222499		RN7SKP177
ENSG00000222500		RNA5SP475
ENSG00000222501		RNU4-25P
ENSG00000222503		
ENSG00000222506		
ENSG00000222509		
ENSG00000222511		
ENSG00000222514		RN7SKP223
ENSG00000222515		RN7SKP240
ENSG00000222520		RNA5SP451
ENSG00000222522		RNU6-519P
ENSG00000222524		RN7SKP109
ENSG00000222529		
ENSG00000222532	microRNA 1468	MIR1468
ENSG00000222533		RNU6-705P
ENSG00000222536		RNU2-39P
ENSG00000222543		RN7SKP220
ENSG00000222544		RNU6-735P
ENSG00000222546		RNA5SP251
ENSG00000222552		RNA5SP60
ENSG00000222558		RNU6-1064P
ENSG00000222560		RNU4-43P
ENSG00000222561		RNU6-1025P
ENSG00000222574		RN7SKP61
ENSG00000222578		RNA5SP345
ENSG00000222579		
ENSG00000222581		RNU2-47P
ENSG00000222582		RNU2-66P
ENSG00000222583		RN7SKP222
ENSG00000222585		RNA5SP494
ENSG00000222588		
ENSG00000222589		RN7SKP159
ENSG00000222592		RNU6-887P
ENSG00000222594		RN7SKP235
ENSG00000222598		RNU2-49P
ENSG00000222601		
ENSG00000222604		
ENSG00000222607		RNU6-628P
ENSG00000222608		RNA5SP504
ENSG00000222609		RNU4-69P
ENSG00000222610		RNU6-402P
ENSG00000222612		RNU2-52P
ENSG00000222613		
ENSG00000222614		
ENSG00000222616		RN7SKP27
ENSG00000222617		RN7SKP254
ENSG00000222623		RNU6-1100P
ENSG00000222624		RNU2-15P
ENSG00000222626		RNU2-48P
ENSG00000222627		RNU2-37P
ENSG00000222629		RNU2-42P
ENSG00000222630		RN7SKP131
ENSG00000222635		RNU6-1203P
ENSG00000222636		RN7SKP54
ENSG00000222640		RNU2-51P
ENSG00000222644		RNU2-16P
ENSG00000222649		
ENSG00000222650		RNU2-70P
ENSG00000222652		RNU6-248P
ENSG00000222658		
ENSG00000222659		RNU2-8P
ENSG00000222663		RNU4-55P
ENSG00000222664		RN7SKP123
ENSG00000222666		
ENSG00000222667		RNU6-394P
ENSG00000222675		RNA5SP146
ENSG00000222678		RN7SKP213
ENSG00000222679		RNU6-1267P
ENSG00000222682		RNA5SP38
ENSG00000222685		RN7SKP119
ENSG00000222686		RNU4-72P
ENSG00000222691		RNU6-733P
ENSG00000222693		RN7SKP120
ENSG00000222698		
ENSG00000222701		
ENSG00000222704		RN7SKP182
ENSG00000222705		RN7SKP39
ENSG00000222706		RN7SKP89
ENSG00000222713		RN7SKP51
ENSG00000222714		RN7SKP38
ENSG00000222715		MIR1911
ENSG00000222721		RN7SKP188
ENSG00000222724		RNU2-63P
ENSG00000222726		RNU2-7P
ENSG00000222727		RNU4-64P
ENSG00000222733		RNY4P29
ENSG00000222736		RNU4-6P
ENSG00000222740		RNA5SP328
ENSG00000222741		RNA5SP229
ENSG00000222743		RNU6-1190P
ENSG00000222744		RN7SKP166
ENSG00000222747		RNA5SP25
ENSG00000222750		RNU4-46P
ENSG00000222755		RN7SKP206
ENSG00000222760		RNU4-53P
ENSG00000222761		RNU6-684P
ENSG00000222764		RN7SKP106
ENSG00000222765		RNU2-40P
ENSG00000222767		
ENSG00000222774		RN7SKP121
ENSG00000222777		RNU6-233P
ENSG00000222778		RNA5SP144
ENSG00000222783		RN7SKP212
ENSG00000222784		RN7SKP91
ENSG00000222788		RNU2-38P
ENSG00000222790		RNU4-14P
ENSG00000222791		RNU6-67P
ENSG00000222792		RNU6-860P
ENSG00000222795		RNU4-83P
ENSG00000222796		RNU6-383P
ENSG00000222800		RNU2-62P
ENSG00000222806		RNA5SP225
ENSG00000222808		RNU4-47P
ENSG00000222810		RNU2-68P
ENSG00000222821		RNU4-27P
ENSG00000222826		RN7SKP286
ENSG00000222831		MIR1537
ENSG00000222832		RNA5SP120
ENSG00000222835		RNA5SP100
ENSG00000222838		RNA5SP136
ENSG00000222842		RN7SKP168
ENSG00000222844		RNU6-321P
ENSG00000222845		RN7SKP42
ENSG00000222849		RNA5SP21
ENSG00000222852		
ENSG00000222854		RNA5SP59
ENSG00000222858		RNU6-920P
ENSG00000222859		RN7SKP136
ENSG00000222862		RNU6-1086P
ENSG00000222869		RNU6-565P
ENSG00000222870		RNU6-1328P
ENSG00000222872		RNU4-78P
ENSG00000222874		RN7SKP33
ENSG00000222880		RN7SKP261
ENSG00000222881		
ENSG00000222883		
ENSG00000222889		RN7SKP29
ENSG00000222890		RNU6-1068P
ENSG00000222895		RNU6-1133P
ENSG00000222898		RN7SKP97
ENSG00000222909		RNU6-193P
ENSG00000222915		RNU6-564P
ENSG00000222920		RNA5SP29
ENSG00000222921		RNA5SP104
ENSG00000222922		RNA5SP501
ENSG00000222923		RNU2-41P
ENSG00000222924		RNU6-1148P
ENSG00000222931		RN7SKP205
ENSG00000222932		RNU6-172P
ENSG00000222934		RN7SKP284
ENSG00000222937		SNORD63B
ENSG00000222940		RNU6-370P
ENSG00000222941		
ENSG00000222942		RN7SKP58
ENSG00000222950		RN7SKP262
ENSG00000222952		RNA5SP41
ENSG00000222955		RNA5SP265
ENSG00000222958		MIR1913
ENSG00000222960		RNU6-272P
ENSG00000222966		
ENSG00000222969		RN7SKP8
ENSG00000222971		RNA5SP222
ENSG00000222972		RNU6-651P
ENSG00000222973		RNU2-25P
ENSG00000222974		RN7SKP228
ENSG00000222976		RN7SKP94
ENSG00000222979		RN7SKP167
ENSG00000222982		RN7SKP216
ENSG00000222983		RNA5SP127
ENSG00000222985		RNU2-14P
ENSG00000222986		RNU5A-5P
ENSG00000222987		RN7SKP68
ENSG00000222990		RNU4-22P
ENSG00000222997		
ENSG00000222998		RN7SKP259
ENSG00000223001		RNU2-61P
ENSG00000223003		RNA5SP184
ENSG00000223004		
ENSG00000223006		RN7SKP137
ENSG00000223007		RN7SKP73
ENSG00000223012		RN7SKP264
ENSG00000223013		RNA5SP344
ENSG00000223015		RNU6-1135P
ENSG00000223019		RNA5SP306
ENSG00000223023		
ENSG00000223024		RNU6-55P
ENSG00000223026		RN7SKP247
ENSG00000223027		
ENSG00000223037		RNU6-284P
ENSG00000223039		RN7SKP268
ENSG00000223040		RN7SKP144
ENSG00000223042		RN7SKP161
ENSG00000223044		RNU6-130P
ENSG00000223046		RNA5SP369
ENSG00000223047		RNU6-847P
ENSG00000223056		RN7SKP169
ENSG00000223060		
ENSG00000223062		RNU6-1245P
ENSG00000223064		RNU6-325P
ENSG00000223075		RN7SKP126
ENSG00000223076		RNA5SP31
ENSG00000223078		RNU2-55P
ENSG00000223080		
ENSG00000223086		RNA5SP155
ENSG00000223087		RNU6-602P
ENSG00000223088		RMRPP5
ENSG00000223092		RNA5SP115
ENSG00000223096		RNU5E-9P
ENSG00000223107		RNU2-72P
ENSG00000223109		MIR1538
ENSG00000223113		RNA5SP247
ENSG00000223117		RN7SKP296
ENSG00000223118		RN7SKP102
ENSG00000223120		RN7SKP181
ENSG00000223125		RNU2-32P
ENSG00000223126		RN7SKP263
ENSG00000223128		RN7SKP140
ENSG00000223131		RNA5SP304
ENSG00000223136		RN7SKP207
ENSG00000223138		RNA5SP450
ENSG00000223142		RN7SKP252
ENSG00000223145		RN7SKP112
ENSG00000223152		RNU4-88P
ENSG00000223156		RNU2-18P
ENSG00000223158		RNY1P3
ENSG00000223162		RNA5SP280
ENSG00000223168		RN7SKP142
ENSG00000223169		RNA5SP209
ENSG00000223174		RN7SKP17
ENSG00000223175		RNU4-61P
ENSG00000223177		RNA5SP39
ENSG00000223179		RNU6-373P
ENSG00000223181		RNU6-1199P
ENSG00000223188		
ENSG00000223189		RNU6-177P
ENSG00000223190		RN7SKP100
ENSG00000223191		RNU6-293P
ENSG00000223197		RNU6-1001P
ENSG00000223198		RNU2-22P
ENSG00000223202		RN7SKP297
ENSG00000223203		RNA5SP221
ENSG00000223208		RNU6-1217P
ENSG00000223212		RNU4-74P
ENSG00000223215		RNU6-607P
ENSG00000223217		RNU6-938P
ENSG00000223220		
ENSG00000223223		RN7SKP192
ENSG00000223224	small nucleolar RNA, C/D box 71	SNORD71
ENSG00000223225		RNU6-1054P
ENSG00000223229		RN7SKP270
ENSG00000223238		RNA5SP294
ENSG00000223245		RNU4-63P
ENSG00000223247		RNU2-64P
ENSG00000223254		
ENSG00000223256		RNU6-785P
ENSG00000223258		RNU6-575P
ENSG00000223259		RNA5SP508
ENSG00000223260		RN7SKP194
ENSG00000223262		RNA5SP492
ENSG00000223263		RNU6-387P
ENSG00000223265		RNU6-592P
ENSG00000223269		RN7SKP53
ENSG00000223271		
ENSG00000223273		RN7SKP172
ENSG00000223274		RNA5SP498
ENSG00000223280		RNU6-57P
ENSG00000223281		RN7SKP85
ENSG00000223282		RN7SKP165
ENSG00000223284		RNU6-195P
ENSG00000223287		RNU6-954P
ENSG00000223290		RNA5SP107
ENSG00000223293		RNA5SP270
ENSG00000223294		
ENSG00000223298		RNY3P8
ENSG00000223299		RN7SKP108
ENSG00000223300		
ENSG00000223302		
ENSG00000223305		RN7SKP30
ENSG00000223306		RNU6-1304P
ENSG00000223308		RN7SKP101
ENSG00000223309		RNU6-722P
ENSG00000223313		RNU6-516P
ENSG00000223315		RN7SKP279
ENSG00000223318		RNA5SP111
ENSG00000223321		RN7SKP293
ENSG00000223324		RN7SKP273
ENSG00000223327		RNU2-71P
ENSG00000223330		RNU6-1052P
ENSG00000223335		RNU6-603P
ENSG00000223336		RNU2-6P
ENSG00000223341		RN7SKP3
ENSG00000223342		
ENSG00000223343		
ENSG00000223344		
ENSG00000223345		HIST2H2BA
ENSG00000223349		KLF2P3
ENSG00000223350		IGLV9-49
ENSG00000223351		ZNF385D-AS2
ENSG00000223352		HLA-U
ENSG00000223353		
ENSG00000223355	notch receptor 4	NOTCH4
ENSG00000223356		
ENSG00000223358		EHHADH-AS1
ENSG00000223359		
ENSG00000223360		
ENSG00000223361		FTH1P10
ENSG00000223362		CDY15P
ENSG00000223364		PSORS1C3
ENSG00000223367	ribosomal protein S18	RPS18
ENSG00000223368		
ENSG00000223372		HLA-DPB2
ENSG00000223373		
ENSG00000223374		
ENSG00000223375		
ENSG00000223376		RPS17P1
ENSG00000223377		
ENSG00000223379		
ENSG00000223381		LINC02661
ENSG00000223382		LINC01778
ENSG00000223383		HIST1H2APS6
ENSG00000223387		LINC02068
ENSG00000223389		SDCBP2P1
ENSG00000223390		
ENSG00000223391		
ENSG00000223392		CLDN10-AS1
ENSG00000223393		
ENSG00000223394		TRBV29OR9-2
ENSG00000223395		RBM22P7
ENSG00000223396		RPS10P7
ENSG00000223398		
ENSG00000223400		
ENSG00000223402		
ENSG00000223403		MEG9
ENSG00000223404		LINC00397
ENSG00000223405		DDR1-DT
ENSG00000223406		XKRYP5
ENSG00000223407		USP9YP18
ENSG00000223409		RPL17P17
ENSG00000223410		
ENSG00000223412		SUCLA2P1
ENSG00000223416		RPS26P15
ENSG00000223417	tripartite motif containing 49D1	TRIM49D1
ENSG00000223418		
ENSG00000223419		
ENSG00000223421		
ENSG00000223422		
ENSG00000223427		
ENSG00000223428		
ENSG00000223429		
ENSG00000223430		
ENSG00000223431		MTND6P21
ENSG00000223432		
ENSG00000223433		RPS29P9
ENSG00000223436		
ENSG00000223437		TMSB4XP3
ENSG00000223438	uncharacterized LOC645188	
ENSG00000223439		HLA-J
ENSG00000223440		
ENSG00000223441		OR2I1P
ENSG00000223442		TH2LCRR
ENSG00000223443	ubiquitin specific peptidase 17 like family member 2	USP17L2
ENSG00000223443	ubiquitin specific peptidase 17 like family member 1	USP17L2
ENSG00000223445		RPL6P21
ENSG00000223446		
ENSG00000223447		HLA-DPA3
ENSG00000223448	lymphotoxin beta	LTB
ENSG00000223450		
ENSG00000223452		HMGN2P18
ENSG00000223454		HCG21
ENSG00000223455		
ENSG00000223457		HTATSF1P1
ENSG00000223458		LMO7DN-IT1
ENSG00000223459		TCAF1P1
ENSG00000223460		GAPDHP69
ENSG00000223461		
ENSG00000223462		
ENSG00000223463		HLA-H
ENSG00000223465	leukocyte specific transcript 1	LST1
ENSG00000223466		LINC01825
ENSG00000223467		CALM1P1
ENSG00000223469		
ENSG00000223470		LINC02629
ENSG00000223475		
ENSG00000223476		VN1R42P
ENSG00000223478		
ENSG00000223479		LINC02238
ENSG00000223481	transporter 2, ATP binding cassette subfamily B member	TAP2
ENSG00000223482		NUTM2A-AS1
ENSG00000223484		TRPC6P
ENSG00000223485		LINC01615
ENSG00000223486		
ENSG00000223487		FRMPD4-AS1
ENSG00000223488		MAPK6P2
ENSG00000223489		NEFHP1
ENSG00000223490		CHCHD2P5
ENSG00000223492		
ENSG00000223493	Ski2 like RNA helicase	SKIV2L
ENSG00000223494	valyl-tRNA synthetase 2, mitochondrial	
ENSG00000223495		
ENSG00000223496	exosome component 6	EXOSC6
ENSG00000223497		
ENSG00000223498		
ENSG00000223500		
ENSG00000223501	VPS52 subunit of GARP complex	VPS52
ENSG00000223502		
ENSG00000223503		
ENSG00000223504		
ENSG00000223505		
ENSG00000223506		SLC20A1P1
ENSG00000223508		RPL23AP53
ENSG00000223509		
ENSG00000223510	CMT1A duplicated region transcript 15	CDRT15
ENSG00000223511		
ENSG00000223513		ATP6V0E1P2
ENSG00000223514		
ENSG00000223516		AFF2-IT1
ENSG00000223517		
ENSG00000223518		CSNK1A1P1
ENSG00000223519		KIF28P
ENSG00000223522		
ENSG00000223523		
ENSG00000223525		RABGAP1L-IT1
ENSG00000223528		
ENSG00000223529		EEF1A1P8
ENSG00000223530		
ENSG00000223531	tripartite motif containing 31	TRIM31
ENSG00000223532	major histocompatibility complex, class I, B	HLA-B
ENSG00000223533	coiled-coil alpha-helical rod protein 1	CCHCR1
ENSG00000223534		HLA-DQB1-AS1
ENSG00000223536		
ENSG00000223537		
ENSG00000223538		
ENSG00000223539		
ENSG00000223540		RPS15AP5
ENSG00000223542		
ENSG00000223543		TCEAL4P1
ENSG00000223544		
ENSG00000223546		LINC00630
ENSG00000223547	zinc finger protein 844	ZNF844
ENSG00000223548		
ENSG00000223549		MTND5P28
ENSG00000223550		SNRPBP1
ENSG00000223551		TMSB4XP4
ENSG00000223552		CCR5AS
ENSG00000223553		SMPD4P1
ENSG00000223554		
ENSG00000223555		USP9YP23
ENSG00000223557		
ENSG00000223558		TRIM60P17
ENSG00000223559		
ENSG00000223560		UBQLN1P1
ENSG00000223561	uncharacterized LOC646588	
ENSG00000223563		
ENSG00000223564		CYP4F32P
ENSG00000223565		
ENSG00000223566		TNRC18P2
ENSG00000223568		RPL3P11
ENSG00000223569	ubiquitin specific peptidase 17 like family member 15	USP17L15
ENSG00000223570		
ENSG00000223571		DHRSX-IT1
ENSG00000223572	creatine kinase, mitochondrial 1A	CKMT1A
ENSG00000223573		TINCR
ENSG00000223574		TPMTP4
ENSG00000223575		RBMX2P3
ENSG00000223576		
ENSG00000223577		HCG27
ENSG00000223581		LINC02665
ENSG00000223583		
ENSG00000223584		TVP23CP1
ENSG00000223586		LINC01312
ENSG00000223587		LINC01986
ENSG00000223589		
ENSG00000223590	mucin 21, cell surface associated	
ENSG00000223591	centromere protein V like 1	CENPVL1
ENSG00000223592		FNDC3CP
ENSG00000223593		
ENSG00000223595		LYPLA1P1
ENSG00000223597	long intergenic non-protein coding RNA 2142	LINC02142
ENSG00000223598		
ENSG00000223599		
ENSG00000223600		EEF1A1P41
ENSG00000223601	endogenous Bornavirus like nucleoprotein 1	EBLN1
ENSG00000223602		
ENSG00000223603		CRPP1
ENSG00000223604		
ENSG00000223605		
ENSG00000223606		HLA-V
ENSG00000223608		DSCR4-IT1
ENSG00000223609	hemoglobin subunit delta	HBD
ENSG00000223611		SUPT20HL2
ENSG00000223612		
ENSG00000223614	zinc finger protein 735	ZNF735
ENSG00000223615		
ENSG00000223617		LINC00370
ENSG00000223618	VPS52 subunit of GARP complex	VPS52
ENSG00000223619		MTCO1P17
ENSG00000223620		RBM48P1
ENSG00000223621		AK4P4
ENSG00000223622		GSTA6P
ENSG00000223623		
ENSG00000223624		
ENSG00000223625		CYCSP32
ENSG00000223626		LINC01044
ENSG00000223628		
ENSG00000223629		DEFA8P
ENSG00000223631		LINC01120
ENSG00000223634		
ENSG00000223635		
ENSG00000223636		UBE2Q2P5Y
ENSG00000223637		RBMY2EP
ENSG00000223638	ret finger protein like 4A	RFPL4A
ENSG00000223639	chloride intracellular channel 1	CLIC1
ENSG00000223640		RPL30P3
ENSG00000223641		TTTY17C
ENSG00000223642		
ENSG00000223643		
ENSG00000223646		
ENSG00000223647		LINC01946
ENSG00000223648		IGHV3-64
ENSG00000223649		
ENSG00000223650		UHRF2P1
ENSG00000223651		
ENSG00000223652		
ENSG00000223653		
ENSG00000223654	flotillin 1	FLOT1
ENSG00000223655		RAB9AP3
ENSG00000223656		HMGB3P10
ENSG00000223657		KRT8P51
ENSG00000223658	C1GALT1 specific chaperone 1 like	C1GALT1C1L
ENSG00000223660		
ENSG00000223661		C4B-AS1
ENSG00000223662		SAMSN1-AS1
ENSG00000223663		NDUFB4P8
ENSG00000223665		
ENSG00000223666	FKBP prolyl isomerase like	FKBPL
ENSG00000223668		EEF1A1P24
ENSG00000223669		
ENSG00000223671		RPL34P3
ENSG00000223672		
ENSG00000223675		
ENSG00000223676		RPL34P26
ENSG00000223677		OR2AD1P
ENSG00000223679		
ENSG00000223680	discoidin domain receptor tyrosine kinase 1	DDR1
ENSG00000223683		RPSAP65
ENSG00000223684		IFNWP18
ENSG00000223685		LINC00571
ENSG00000223687	zinc finger protein 311	ZNF311
ENSG00000223688		RPS24P14
ENSG00000223691		
ENSG00000223692		DIP2A-IT1
ENSG00000223693		SUCLA2P1
